Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2024-01-01,7936916782.41,1.94,153661237.81,3750.00,153657487.81,8090574270.21,0.00,52.9,55,81.6,Rate Cut Expectations,Above Break-Even,No
2024-02-01,8090574270.21,14.07,1138153667.92,3750.00,1138149917.92,9228724188.13,0.00,71.1,85,41.1,Election Year Politics,Above Break-Even,No
2024-03-01,9228724188.13,0.81,74400169.73,3750.00,74396419.73,9303120607.86,0.00,51.2,65,59.2,Spring Rally,Above Break-Even,No
2024-04-01,9303120607.86,1.93,179712084.90,3750.00,179708334.90,9482828942.76,0.00,52.9,66,90.4,Economic Recovery,Above Break-Even,No
2024-05-01,9482828942.76,4.46,422737872.26,3750.00,422734122.26,9905563065.02,0.00,56.7,27,51.2,Summer Growth,Above Break-Even,No
2024-06-01,9905563065.02,15.54,1539198196.05,3750.00,1539194446.05,11444757511.07,0.00,73.3,55,66.9,Tech Innovation,Above Break-Even,No
2024-07-01,11444757511.07,-0.13,-14648463.65,3750.00,-14652213.65,11430105297.42,0.13,49.8,68,26.6,Mid-Year Review,Below Break-Even,No
2024-08-01,11430105297.42,3.72,425187848.72,3750.00,425184098.72,11855289396.14,0.00,55.6,72,83.3,Back to School,Above Break-Even,No
2024-09-01,11855289396.14,8.00,948022601.02,3750.00,948018851.02,12803308247.16,0.00,62.0,50,86.2,Fall Expansion,Above Break-Even,No
2024-10-01,12803308247.16,-0.27,-34060031.15,3750.00,-34063781.15,12769244466.01,0.27,49.6,79,45.0,Q4 Preparation,Below Break-Even,No
2024-11-01,12769244466.01,-2.75,-350688131.48,3750.00,-350691881.48,12418552584.53,3.01,45.9,40,73.6,Holiday Momentum,Below Break-Even,No
2024-12-01,12418552584.53,14.24,1768560556.21,3750.00,1768556806.21,14187109390.75,0.00,71.4,72,52.4,Year-End Strength,Above Break-Even,No
