Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2021-01-01,5250000.00,6.28,329720.03,5250.00,324470.03,5574470.03,0.00,59.4,54,56.4,Vaccine Rollout,Above Break-Even,No
2021-02-01,5574470.03,41.87,2333977.65,5250.00,2328727.65,7903197.68,0.00,75.0,39,82.6,Stimulus Checks,Above Break-Even,No
2021-03-01,7903197.68,14.02,1108089.93,5250.00,1102839.93,9006037.60,0.00,71.0,81,35.3,Reopening Acceleration,Above Break-Even,No
2021-04-01,9006037.60,-8.93,-804089.68,5250.00,-809339.68,8196697.93,8.99,36.6,38,70.0,Infrastructure Bill,Below Break-Even,No
2021-05-01,8196697.93,-10.22,-837488.28,5250.00,-842738.28,7353959.65,18.34,34.7,66,94.8,Summer Travel,Below Break-Even,Yes
2021-06-01,7353959.65,12.57,924116.78,5250.00,918866.78,8272826.43,8.14,68.8,48,73.9,Supply Chain Recovery,Above Break-Even,No
2021-07-01,8272826.43,-8.50,-703181.00,5250.00,-708431.00,7564395.42,16.01,37.3,61,92.2,Delta Variant Impact,Below Break-Even,Yes
2021-08-01,7564395.42,37.21,2814634.03,5250.00,2809384.03,10373779.45,0.00,75.0,77,71.3,Back to Office,Above Break-Even,No
2021-09-01,10373779.45,19.70,2043505.12,5250.00,2038255.12,12412034.57,0.00,75.0,23,90.9,Fall Production,Above Break-Even,No
2021-10-01,12412034.57,-19.78,-2455632.54,5250.00,-2460882.54,9951152.03,19.83,25.0,56,72.2,Holiday Inventory,Below Break-Even,Yes
2021-11-01,9951152.03,13.66,1359152.93,5250.00,1353902.93,11305054.96,8.92,70.5,37,44.6,Black Friday,Above Break-Even,No
2021-12-01,11305054.96,35.45,4007406.76,5250.00,4002156.76,15307211.72,0.00,75.0,35,27.9,Year-End Rally,Above Break-Even,No
