Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,100202028500000.00,12.88,12906351672954.31,63000.00,12906351609954.31,113108380109954.31,0.00,69.3,73,46.8,New Year Rally,Above Break-Even,No
2025-02-01,113108380109954.31,20.31,22973832805456.37,63000.00,22973832742456.37,136082212852410.69,0.00,75.0,30,36.3,Policy Stability,Above Break-Even,No
2025-03-01,136082212852410.69,2.57,3501004168719.03,63000.00,3501004105719.03,139583216958129.72,0.00,53.9,37,29.7,Spring Growth,Above Break-Even,No
2025-04-01,139583216958129.72,6.13,8562950281343.49,63000.00,8562950218343.49,148146167176473.22,0.00,59.2,25,55.4,Market Confidence,Above Break-Even,No
2025-05-01,148146167176473.22,-4.02,-5951214518748.49,63000.00,-5951214581748.49,142194952594724.72,4.02,44.0,83,50.7,Summer Success,Below Break-Even,No
2025-06-01,142194952594724.72,0.90,1280354257739.55,63000.00,1280354194739.55,143475306789464.28,3.15,51.4,82,68.9,Mid-Year Peak,Above Break-Even,No
2025-07-01,143475306789464.28,-7.76,-11127992067438.84,63000.00,-11127992130438.84,132347314659025.44,10.66,38.4,55,31.5,Innovation Drive,Below Break-Even,No
2025-08-01,132347314659025.44,25.41,33635501634151.75,63000.00,33635501571151.75,165982816230177.19,0.00,75.0,66,43.9,Back to Business,Above Break-Even,No
2025-09-01,165982816230177.19,2.93,4858142949833.70,63000.00,4858142886833.70,170840959117010.88,0.00,54.4,74,93.7,Fall Prosperity,Above Break-Even,No
2025-10-01,170840959117010.88,7.59,12974646063027.22,63000.00,12974646000027.22,183815605117038.09,0.00,61.4,44,70.8,Q4 Excellence,Above Break-Even,No
2025-11-01,183815605117038.09,40.84,75078081887040.03,63000.00,75078081824040.03,258893686941078.12,0.00,75.0,41,75.6,Holiday Triumph,Above Break-Even,No
2025-12-01,258893686941078.12,34.56,89483223491572.61,63000.00,89483223428572.61,348376910369650.75,0.00,75.0,65,62.4,Year-End Victory,Above Break-Even,No
