Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2023-01-01,593088287.04,69.77,413808413.83,4250.00,413804163.83,1006892450.87,0.00,75.0,20,45.0,Banking Crisis,Above Break-Even,No
2023-02-01,1006892450.87,-7.84,-78897112.08,4250.00,-78901362.08,927991088.79,7.84,38.2,58,65.5,Rate Pause,Below Break-Even,No
2023-03-01,927991088.79,-18.86,-175059469.51,4250.00,-175063719.51,752927369.28,25.22,25.0,50,25.7,SVB Collapse,Below Break-Even,Yes
2023-04-01,752927369.28,14.82,111586317.50,4250.00,111582067.50,864509436.79,14.14,72.2,71,85.9,Regional Banking Stress,Above Break-Even,No
2023-05-01,864509436.79,36.01,311290539.81,4250.00,311286289.81,1175795726.60,0.00,75.0,22,57.6,Debt Ceiling Crisis,Above Break-Even,No
2023-06-01,1175795726.60,45.81,538632025.60,4250.00,538627775.60,1714423502.20,0.00,75.0,54,46.7,AI Boom,Above Break-Even,No
2023-07-01,1714423502.20,23.45,402087947.08,4250.00,402083697.08,2116507199.27,0.00,75.0,20,42.3,Summer Recovery,Above Break-Even,No
2023-08-01,2116507199.27,14.15,299469408.96,4250.00,299465158.96,2415972358.23,0.00,71.2,54,54.8,Inflation Cooling,Above Break-Even,No
2023-09-01,2415972358.23,-4.25,-102668742.22,4250.00,-102672992.22,2313299366.00,4.25,43.6,63,83.0,Fed Policy Shift,Below Break-Even,No
2023-10-01,2313299366.00,19.64,454344654.50,4250.00,454340404.50,2767639770.50,0.00,75.0,19,91.2,Q3 Earnings,Above Break-Even,No
2023-11-01,2767639770.50,-21.22,-587250667.23,4250.00,-587254917.23,2180384853.28,21.22,25.0,56,42.2,Holiday Season,Below Break-Even,Yes
2023-12-01,2180384853.28,2.58,56155400.42,4250.00,56151150.42,2236536003.70,19.19,53.9,85,25.0,Year-End Optimism,Above Break-Even,Yes
