Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,1021025250000.00,13.96,142577301708.07,5250.00,142577296458.07,1163602546458.07,0.00,70.9,36,41.5,New Year Rally,Above Break-Even,No
2025-02-01,1163602546458.07,-11.57,-134648657399.50,5250.00,-134648662649.50,1028953883808.57,11.57,32.6,81,87.3,Policy Stability,Below Break-Even,No
2025-03-01,1028953883808.57,-6.08,-62527079614.67,5250.00,-62527084864.67,966426798943.91,16.95,40.9,75,46.7,Spring Growth,Below Break-Even,Yes
2025-04-01,966426798943.91,6.14,59315589975.77,5250.00,59315584725.77,1025742383669.67,11.85,59.2,33,39.1,Market Confidence,Above Break-Even,No
2025-05-01,1025742383669.67,21.23,217768046033.66,5250.00,217768040783.66,1243510424453.34,0.00,75.0,39,64.6,Summer Success,Above Break-Even,No
2025-06-01,1243510424453.34,-9.31,-115801024750.81,5250.00,-115801030000.81,1127709394452.53,9.31,36.0,34,60.2,Mid-Year Peak,Below Break-Even,No
2025-07-01,1127709394452.53,13.65,153928847510.16,5250.00,153928842260.16,1281638236712.68,0.00,70.5,84,63.5,Innovation Drive,Above Break-Even,No
2025-08-01,1281638236712.68,-2.82,-36145438364.48,5250.00,-36145443614.48,1245492793098.21,2.82,45.8,85,35.6,Back to Business,Below Break-Even,No
2025-09-01,1245492793098.21,51.57,642255456531.72,5250.00,642255451281.72,1887748244379.93,0.00,75.0,24,60.9,Fall Prosperity,Above Break-Even,No
2025-10-01,1887748244379.93,13.04,246098060462.99,5250.00,246098055212.99,2133846299592.92,0.00,69.6,59,34.0,Q4 Excellence,Above Break-Even,No
2025-11-01,2133846299592.92,21.61,461161972290.84,5250.00,461161967040.84,2595008266633.76,0.00,75.0,30,49.4,Holiday Triumph,Above Break-Even,No
2025-12-01,2595008266633.76,24.15,626665448360.72,5250.00,626665443110.72,3221673709744.48,0.00,75.0,62,70.9,Year-End Victory,Above Break-Even,No
