Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2023-01-01,2312438518.52,4.79,110712686.98,6720.00,110705966.98,2423144485.49,0.00,57.2,52,67.1,Banking Crisis,Above Break-Even,No
2023-02-01,2423144485.49,-11.45,-277335193.22,6720.00,-277341913.22,2145802572.27,11.45,32.8,35,94.6,Rate Pause,Below Break-Even,No
2023-03-01,2145802572.27,26.35,565439848.49,6720.00,565433128.49,2711235700.77,0.00,75.0,55,59.0,SVB Collapse,Above Break-Even,No
2023-04-01,2711235700.77,0.17,4733100.18,6720.00,4726380.18,2715962080.95,0.00,50.3,57,52.6,Regional Banking Stress,Above Break-Even,No
2023-05-01,2715962080.95,13.83,375686614.93,6720.00,375679894.93,3091641975.88,0.00,70.7,54,78.1,Debt Ceiling Crisis,Above Break-Even,No
2023-06-01,3091641975.88,-2.99,-92454924.57,6720.00,-92461644.57,2999180331.31,2.99,45.5,60,86.4,AI Boom,Below Break-Even,No
2023-07-01,2999180331.31,-11.95,-358475727.13,6720.00,-358482447.13,2640697884.18,14.59,32.1,26,86.6,Summer Recovery,Below Break-Even,Yes
2023-08-01,2640697884.18,0.05,1442194.46,6720.00,1435474.46,2642133358.64,14.54,50.1,47,72.5,Inflation Cooling,Above Break-Even,Yes
2023-09-01,2642133358.64,10.04,265210543.72,6720.00,265203823.72,2907337182.35,5.96,65.1,18,92.7,Fed Policy Shift,Above Break-Even,No
2023-10-01,2907337182.35,-19.49,-566543991.08,6720.00,-566550711.08,2340786471.27,24.29,25.0,18,35.6,Q3 Earnings,Below Break-Even,Yes
2023-11-01,2340786471.27,16.03,375310472.00,6720.00,375303752.00,2716090223.27,12.15,74.1,62,62.7,Holiday Season,Above Break-Even,No
2023-12-01,2716090223.27,-5.52,-149823383.06,6720.00,-149830103.06,2566260120.21,16.99,41.7,82,52.1,Year-End Optimism,Below Break-Even,Yes
