Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2024-01-01,44707144691.36,-1.46,-650733764.35,6720.00,-650740484.35,44056404207.01,1.46,47.8,54,44.9,Rate Cut Expectations,Below Break-Even,No
2024-02-01,44056404207.01,48.50,21366751500.41,6720.00,21366744780.41,65423148987.42,0.00,75.0,68,71.9,Election Year Politics,Above Break-Even,No
2024-03-01,65423148987.42,14.06,9200726928.02,6720.00,9200720208.02,74623869195.44,0.00,71.1,30,72.6,Spring Rally,Above Break-Even,No
2024-04-01,74623869195.44,17.07,12738416692.71,6720.00,12738409972.71,87362279168.15,0.00,75.0,40,44.6,Economic Recovery,Above Break-Even,No
2024-05-01,87362279168.15,-9.14,-7984102102.79,6720.00,-7984108822.79,79378170345.36,9.14,36.3,66,46.5,Summer Growth,Below Break-Even,No
2024-06-01,79378170345.36,6.97,5535801575.22,6720.00,5535794855.22,84913965200.58,2.80,60.5,48,72.5,Tech Innovation,Above Break-Even,No
2024-07-01,84913965200.58,-2.35,-1998586147.57,6720.00,-1998592867.57,82915372333.00,5.09,46.5,79,50.9,Mid-Year Review,Below Break-Even,No
2024-08-01,82915372333.00,29.83,24737708798.52,6720.00,24737702078.52,107653074411.52,0.00,75.0,65,33.3,Back to School,Above Break-Even,No
2024-09-01,107653074411.52,34.98,37661258903.39,6720.00,37661252183.39,145314326594.91,0.00,75.0,60,86.7,Fall Expansion,Above Break-Even,No
2024-10-01,145314326594.91,-3.58,-5202140565.86,6720.00,-5202147285.86,140112179309.05,3.58,44.6,50,88.0,Q4 Preparation,Below Break-Even,No
2024-11-01,140112179309.05,5.94,8325620005.25,6720.00,8325613285.25,148437792594.30,0.00,58.9,75,34.2,Holiday Momentum,Above Break-Even,No
2024-12-01,148437792594.30,46.92,69647702364.85,6720.00,69647695644.85,218085488239.15,0.00,75.0,23,36.7,Year-End Strength,Above Break-Even,No
