Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,1581799860767.14,3.70,58500310137.28,21065.58,58500289071.70,1640300149838.84,0.00,55.5,68,71.1,New Year Rally,Above Break-Even,No
2025-02-01,1640300149838.84,1.49,24397204225.51,21065.58,24397183159.93,1664697332998.77,0.00,52.2,79,72.9,Policy Stability,Above Break-Even,No
2025-03-01,1664697332998.77,-8.94,-148842627276.72,21065.58,-148842648342.30,1515854684656.47,8.94,36.6,45,33.7,Spring Growth,Below Break-Even,Yes
2025-04-01,1515854684656.47,1.28,19437707163.42,21065.58,19437686097.84,1535292370754.31,7.77,51.9,66,35.4,Market Confidence,Above Break-Even,No
2025-05-01,1535292370754.31,-3.78,-58026131743.39,21065.58,-58026152808.97,1477266217945.33,11.26,44.3,21,76.0,Summer Success,Below Break-Even,Yes
2025-06-01,1477266217945.33,0.32,4781551000.78,21065.58,4781529935.20,1482047747880.54,10.97,50.5,73,48.1,Mid-Year Peak,Above Break-Even,Yes
2025-07-01,1482047747880.54,19.48,288659719409.12,21065.58,288659698343.54,1770707446224.07,0.00,75.0,74,28.2,Innovation Drive,Above Break-Even,No
2025-08-01,1770707446224.07,17.69,313317813465.98,21065.58,313317792400.40,2084025238624.47,0.00,75.0,46,33.9,Back to Business,Above Break-Even,No
2025-09-01,2084025238624.47,4.45,92697861060.65,21065.58,92697839995.07,2176723078619.54,0.00,56.7,48,72.6,Fall Prosperity,Above Break-Even,No
2025-10-01,2176723078619.54,14.05,305929657075.84,21065.58,305929636010.26,2482652714629.79,0.00,71.1,23,27.7,Q4 Excellence,Above Break-Even,No
2025-11-01,2482652714629.79,10.07,250122471481.55,21065.58,250122450415.97,2732775165045.76,0.00,65.1,16,66.6,Holiday Triumph,Above Break-Even,No
2025-12-01,2732775165045.76,-3.22,-88090944341.65,21065.58,-88090965407.23,2644684199638.54,3.22,45.2,27,46.3,Year-End Victory,Below Break-Even,No
