Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2022-01-01,13764777.78,-5.95,-818675.24,1675.00,-820350.24,12944427.54,5.96,41.1,54,69.8,Inflation Spike,Below Break-Even,No
2022-02-01,12944427.54,10.63,1375352.45,1675.00,1373677.45,14318104.99,0.00,65.9,38,30.5,Fed Rate Hikes,Above Break-Even,No
2022-03-01,14318104.99,16.03,2295545.89,1675.00,2293870.89,16611975.87,0.00,74.0,19,41.9,Ukraine Conflict,Above Break-Even,No
2022-04-01,16611975.87,11.39,1892831.80,1675.00,1891156.80,18503132.68,0.00,67.1,71,87.2,Energy Crisis,Above Break-Even,No
2022-05-01,18503132.68,11.02,2038431.54,1675.00,2036756.54,20539889.22,0.00,66.5,28,45.3,Supply Chain Issues,Above Break-Even,No
2022-06-01,20539889.22,1.19,244768.95,1675.00,243093.95,20782983.17,0.00,51.8,24,41.5,Summer Inflation,Above Break-Even,No
2022-07-01,20782983.17,23.94,4974849.40,1675.00,4973174.40,25756157.57,0.00,75.0,15,54.4,Recession Fears,Above Break-Even,No
2022-08-01,25756157.57,-8.15,-2099099.12,1675.00,-2100774.12,23655383.44,8.16,37.8,81,45.5,Energy Prices Peak,Below Break-Even,No
2022-09-01,23655383.44,11.35,2685737.68,1675.00,2684062.68,26339446.12,0.00,67.0,49,34.2,Central Bank Action,Above Break-Even,No
2022-10-01,26339446.12,9.03,2377900.99,1675.00,2376225.99,28715672.11,0.00,63.5,83,62.6,Market Volatility,Above Break-Even,No
2022-11-01,28715672.11,-0.35,-99154.99,1675.00,-100829.99,28614842.11,0.35,49.5,81,90.3,Holiday Spending,Below Break-Even,No
2022-12-01,28614842.11,22.65,6481618.81,1675.00,6479943.81,35094785.93,0.00,75.0,36,63.3,Year-End Adjustment,Above Break-Even,No
