Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,120376571199.85,-1.23,-1479398742.61,3750.00,-1479402492.61,118897168707.24,1.23,48.2,18,90.8,New Year Rally,Below Break-Even,No
2025-02-01,118897168707.24,4.08,4847677852.86,3750.00,4847674102.86,123744842810.10,0.00,56.1,39,89.5,Policy Stability,Above Break-Even,No
2025-03-01,123744842810.10,-0.34,-421631161.02,3750.00,-421634911.02,123323207899.09,0.34,49.5,29,54.5,Spring Growth,Below Break-Even,No
2025-04-01,123323207899.09,15.11,18628879342.24,3750.00,18628875592.24,141952083491.32,0.00,72.7,71,53.2,Market Confidence,Above Break-Even,No
2025-05-01,141952083491.32,-1.92,-2723984692.04,3750.00,-2723988442.04,139228095049.29,1.92,47.1,15,90.3,Summer Success,Below Break-Even,No
2025-06-01,139228095049.29,24.46,34053001427.55,3750.00,34052997677.55,173281092726.83,0.00,75.0,15,56.6,Mid-Year Peak,Above Break-Even,No
2025-07-01,173281092726.83,5.52,9556533219.67,3750.00,9556529469.67,182837622196.50,0.00,58.3,71,40.8,Innovation Drive,Above Break-Even,No
2025-08-01,182837622196.50,26.86,49106793762.73,3750.00,49106790012.73,231944412209.23,0.00,75.0,24,41.6,Back to Business,Above Break-Even,No
2025-09-01,231944412209.23,-0.60,-1403206716.29,3750.00,-1403210466.29,230541201742.94,0.60,49.1,55,94.4,Fall Prosperity,Below Break-Even,No
2025-10-01,230541201742.94,12.68,29235902060.06,3750.00,29235898310.06,259777100052.99,0.00,69.0,23,49.6,Q4 Excellence,Above Break-Even,No
2025-11-01,259777100052.99,8.37,21749851395.40,3750.00,21749847645.40,281526947698.39,0.00,62.6,15,60.7,Holiday Triumph,Above Break-Even,No
2025-12-01,281526947698.39,-1.74,-4904084838.03,3750.00,-4904088588.03,276622859110.36,1.74,47.4,52,58.5,Year-End Victory,Below Break-Even,No
