Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2021-01-01,1178666.67,16.17,190646.88,1300.00,189346.88,1368013.55,0.00,74.3,22,64.1,Vaccine Rollout,Above Break-Even,No
2021-02-01,1368013.55,11.28,154348.10,1300.00,153048.10,1521061.65,0.00,66.9,78,65.7,Stimulus Checks,Above Break-Even,No
2021-03-01,1521061.65,46.36,705125.22,1300.00,703825.22,2224886.87,0.00,75.0,62,55.6,Reopening Acceleration,Above Break-Even,No
2021-04-01,2224886.87,-3.83,-85294.99,1300.00,-86594.99,2138291.89,3.89,44.2,35,69.7,Infrastructure Bill,Below Break-Even,No
2021-05-01,2138291.89,-0.40,-8502.95,1300.00,-9802.95,2128488.94,4.33,49.4,48,34.9,Summer Travel,Below Break-Even,No
2021-06-01,2128488.94,30.14,641528.79,1300.00,640228.79,2768717.73,0.00,75.0,54,37.0,Supply Chain Recovery,Above Break-Even,No
2021-07-01,2768717.73,-7.46,-206544.01,1300.00,-207844.01,2560873.72,7.51,38.8,26,46.0,Delta Variant Impact,Below Break-Even,No
2021-08-01,2560873.72,-7.93,-203188.27,1300.00,-204488.27,2356385.45,14.89,38.1,24,63.6,Back to Office,Below Break-Even,Yes
2021-09-01,2356385.45,10.70,252169.60,1300.00,250869.60,2607255.05,5.83,66.1,65,74.5,Fall Production,Above Break-Even,No
2021-10-01,2607255.05,6.66,173721.14,1300.00,172421.14,2779676.20,0.00,60.0,77,74.8,Holiday Inventory,Above Break-Even,No
2021-11-01,2779676.20,3.75,104103.74,1300.00,102803.74,2882479.94,0.00,55.6,84,94.6,Black Friday,Above Break-Even,No
2021-12-01,2882479.94,7.86,226432.34,1300.00,225132.34,3107612.28,0.00,61.8,16,59.2,Year-End Rally,Above Break-Even,No
