Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2020-01-01,52000.00,2.39,1240.98,1300.00,-59.02,51940.98,0.11,53.6,75,93.1,COVID-19 Market Crash,Below Break-Even,No
2020-02-01,51940.98,2.04,1058.39,1300.00,-241.61,51699.37,0.58,53.1,16,83.1,Global Lockdown,Below Break-Even,No
2020-03-01,51699.37,-3.67,-1895.44,1300.00,-3195.44,48503.94,6.72,44.5,74,62.6,Supply Chain Disruption,Below Break-Even,No
2020-04-01,48503.94,5.91,2866.71,1300.00,1566.71,50070.65,3.71,58.9,32,69.2,Stimulus Announcement,Above Break-Even,No
2020-05-01,50070.65,16.65,8336.97,1300.00,7036.97,57107.62,0.00,75.0,66,83.4,Auto Dealers Reopen,Above Break-Even,No
2020-06-01,57107.62,3.47,1982.44,1300.00,682.44,57790.06,0.00,55.2,59,68.0,Summer Sales Boost,Above Break-Even,No
2020-07-01,57790.06,6.21,3591.63,1300.00,2291.63,60081.69,0.00,59.3,27,55.7,Travel Restrictions Ease,Above Break-Even,No
2020-08-01,60081.69,-7.06,-4240.65,1300.00,-5540.65,54541.04,9.22,39.4,19,90.4,Demand Recovery,Below Break-Even,No
2020-09-01,54541.04,13.87,7563.45,1300.00,6263.45,60804.49,0.00,70.8,81,57.3,Fall Season Start,Above Break-Even,No
2020-10-01,60804.49,-13.25,-8057.04,1300.00,-9357.04,51447.45,15.39,30.1,23,80.8,Year-End Models,Below Break-Even,Yes
2020-11-01,51447.45,9.42,4844.85,1300.00,3544.85,54992.29,9.56,64.1,54,57.4,Holiday Season Start,Above Break-Even,No
2020-12-01,54992.29,16.03,8817.81,1300.00,7517.81,62510.10,0.00,74.1,42,28.2,Year-End Rush,Above Break-Even,No
