Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2021-01-01,108500000.00,-3.36,-3641671.92,63000.00,-3704671.92,104795328.08,3.41,45.0,81,56.3,Vaccine Rollout,Below Break-Even,No
2021-02-01,104795328.08,21.73,22767368.49,63000.00,22704368.49,127499696.56,0.00,75.0,47,41.2,Stimulus Checks,Above Break-Even,No
2021-03-01,127499696.56,18.42,23487265.11,63000.00,23424265.11,150923961.68,0.00,75.0,51,42.6,Reopening Acceleration,Above Break-Even,No
2021-04-01,150923961.68,-7.55,-11391422.10,63000.00,-11454422.10,139469539.57,7.59,38.7,26,73.9,Infrastructure Bill,Below Break-Even,No
2021-05-01,139469539.57,1.60,2237500.39,63000.00,2174500.39,141644039.96,6.15,52.4,31,38.6,Summer Travel,Above Break-Even,No
2021-06-01,141644039.96,27.36,38756610.17,63000.00,38693610.17,180337650.13,0.00,75.0,65,25.8,Supply Chain Recovery,Above Break-Even,No
2021-07-01,180337650.13,11.71,21120690.99,63000.00,21057690.99,201395341.13,0.00,67.6,33,66.9,Delta Variant Impact,Above Break-Even,No
2021-08-01,201395341.13,-16.46,-33141161.47,63000.00,-33204161.47,168191179.66,16.49,25.3,42,64.0,Back to Office,Below Break-Even,Yes
2021-09-01,168191179.66,13.01,21885678.50,63000.00,21822678.50,190013858.16,5.65,69.5,25,81.6,Fall Production,Above Break-Even,No
2021-10-01,190013858.16,13.64,25918795.99,63000.00,25855795.99,215869654.15,0.00,70.5,25,58.1,Holiday Inventory,Above Break-Even,No
2021-11-01,215869654.15,-1.56,-3376027.19,63000.00,-3439027.19,212430626.96,1.59,47.7,54,66.9,Black Friday,Below Break-Even,No
2021-12-01,212430626.96,-20.32,-43169086.38,63000.00,-43232086.38,169198540.58,21.62,25.0,49,78.2,Year-End Rally,Below Break-Even,Yes
