Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,8673404480000.00,29.71,2576611975206.69,15330.00,2576611959876.69,11250016439876.69,0.00,75.0,58,30.6,New Year Rally,Above Break-Even,No
2025-02-01,11250016439876.69,24.28,2731598143284.29,15330.00,2731598127954.29,13981614567830.98,0.00,75.0,38,35.2,Policy Stability,Above Break-Even,No
2025-03-01,13981614567830.98,14.54,2033608460701.53,15330.00,2033608445371.53,16015223013202.51,0.00,71.8,48,88.6,Spring Growth,Above Break-Even,No
2025-04-01,16015223013202.51,-7.25,-1160622151580.81,15330.00,-1160622166910.81,14854600846291.70,7.25,39.1,67,80.9,Market Confidence,Below Break-Even,No
2025-05-01,14854600846291.70,14.02,2082743048061.33,15330.00,2082743032731.33,16937343879023.03,0.00,71.0,76,73.9,Summer Success,Above Break-Even,No
2025-06-01,16937343879023.03,3.01,510262111528.75,15330.00,510262096198.75,17447605975221.79,0.00,54.5,70,52.9,Mid-Year Peak,Above Break-Even,No
2025-07-01,17447605975221.79,42.67,7444472809650.37,15330.00,7444472794320.37,24892078769542.16,0.00,75.0,19,48.3,Innovation Drive,Above Break-Even,No
2025-08-01,24892078769542.16,16.49,4105770140603.60,15330.00,4105770125273.60,28997848894815.76,0.00,74.7,16,39.2,Back to Business,Above Break-Even,No
2025-09-01,28997848894815.76,12.07,3499047919423.97,15330.00,3499047904093.97,32496896798909.73,0.00,68.1,49,79.5,Fall Prosperity,Above Break-Even,No
2025-10-01,32496896798909.73,10.78,3504604586912.44,15330.00,3504604571582.44,36001501370492.18,0.00,66.2,66,42.8,Q4 Excellence,Above Break-Even,No
2025-11-01,36001501370492.18,15.17,5459817457404.99,15330.00,5459817442074.99,41461318812567.17,0.00,72.7,30,36.6,Holiday Triumph,Above Break-Even,No
2025-12-01,41461318812567.17,16.28,6751388398701.31,15330.00,6751388383371.31,48212707195938.48,0.00,74.4,66,38.6,Year-End Victory,Above Break-Even,No
