Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2024-01-01,333592480000.00,30.59,102030741704.50,15330.00,102030726374.50,435623206374.50,0.00,75.0,49,69.6,Rate Cut Expectations,Above Break-Even,No
2024-02-01,435623206374.50,-4.61,-20090435315.71,15330.00,-20090450645.71,415532755728.79,4.61,43.1,80,35.5,Election Year Politics,Below Break-Even,No
2024-03-01,415532755728.79,-5.73,-23791783065.20,15330.00,-23791798395.20,391740957333.59,10.07,41.4,58,53.0,Spring Rally,Below Break-Even,No
2024-04-01,391740957333.59,0.12,464592256.27,15330.00,464576926.27,392205534259.86,9.97,50.2,38,64.2,Economic Recovery,Above Break-Even,No
2024-05-01,392205534259.86,-7.13,-27951573963.09,15330.00,-27951589293.09,364253944966.77,16.38,39.3,47,92.8,Summer Growth,Below Break-Even,Yes
2024-06-01,364253944966.77,25.26,92015429997.61,15330.00,92015414667.61,456269359634.38,0.00,75.0,20,61.7,Tech Innovation,Above Break-Even,No
2024-07-01,456269359634.38,-2.81,-12803103917.98,15330.00,-12803119247.98,443466240386.40,2.81,45.8,79,27.2,Mid-Year Review,Below Break-Even,No
2024-08-01,443466240386.40,23.26,103152052134.44,15330.00,103152036804.44,546618277190.84,0.00,75.0,34,92.7,Back to School,Above Break-Even,No
2024-09-01,546618277190.84,13.42,73341370438.29,15330.00,73341355108.29,619959632299.13,0.00,70.1,63,30.2,Fall Expansion,Above Break-Even,No
2024-10-01,619959632299.13,11.16,69193756658.44,15330.00,69193741328.44,689153373627.56,0.00,66.7,61,93.1,Q4 Preparation,Above Break-Even,No
2024-11-01,689153373627.56,26.46,182384227032.98,15330.00,182384211702.98,871537585330.55,0.00,75.0,52,88.4,Holiday Momentum,Above Break-Even,No
2024-12-01,871537585330.55,11.28,98286589621.34,15330.00,98286574291.34,969824159621.89,0.00,66.9,67,80.3,Year-End Strength,Above Break-Even,No
