Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2023-01-01,5582275756.06,0.05,3057832.22,21065.58,3036766.64,5585312522.70,0.00,50.1,31,42.7,Banking Crisis,Above Break-Even,No
2023-02-01,5585312522.70,23.57,1316234093.26,21065.58,1316213027.68,6901525550.38,0.00,75.0,40,71.8,Rate Pause,Above Break-Even,No
2023-03-01,6901525550.38,13.57,936411481.74,21065.58,936390416.16,7837915966.55,0.00,70.4,62,37.9,SVB Collapse,Above Break-Even,No
2023-04-01,7837915966.55,2.75,215419855.36,21065.58,215398789.78,8053314756.32,0.00,54.1,63,50.9,Regional Banking Stress,Above Break-Even,No
2023-05-01,8053314756.32,12.79,1030410067.75,21065.58,1030389002.17,9083703758.49,0.00,69.2,67,77.3,Debt Ceiling Crisis,Above Break-Even,No
2023-06-01,9083703758.49,-7.07,-641902247.76,21065.58,-641923313.34,8441780445.15,7.07,39.4,15,69.1,AI Boom,Below Break-Even,No
2023-07-01,8441780445.15,8.36,705850975.87,21065.58,705829910.29,9147610355.44,0.00,62.5,33,68.3,Summer Recovery,Above Break-Even,No
2023-08-01,9147610355.44,5.99,548100800.54,21065.58,548079734.96,9695690090.40,0.00,59.0,49,72.7,Inflation Cooling,Above Break-Even,No
2023-09-01,9695690090.40,7.26,703890772.37,21065.58,703869706.79,10399559797.19,0.00,60.9,77,71.6,Fed Policy Shift,Above Break-Even,No
2023-10-01,10399559797.19,8.59,893188127.84,21065.58,893167062.26,11292726859.44,0.00,62.9,63,62.8,Q3 Earnings,Above Break-Even,No
2023-11-01,11292726859.44,12.43,1403545264.97,21065.58,1403524199.39,12696251058.83,0.00,68.6,39,44.3,Holiday Season,Above Break-Even,No
2023-12-01,12696251058.83,3.81,484295569.33,21065.58,484274503.75,13180525562.58,0.00,55.7,84,90.5,Year-End Optimism,Above Break-Even,No
