Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2024-01-01,8995172353.40,-5.95,-535383359.61,4250.00,-535387609.61,8459784743.78,5.95,41.1,16,40.5,Rate Cut Expectations,Below Break-Even,No
2024-02-01,8459784743.78,80.18,6783083219.45,4250.00,6783078969.45,15242863713.23,0.00,75.0,38,88.8,Election Year Politics,Above Break-Even,No
2024-03-01,15242863713.23,-16.19,-2468548236.37,4250.00,-2468552486.37,12774311226.86,16.19,25.7,83,51.1,Spring Rally,Below Break-Even,No
2024-04-01,12774311226.86,38.21,4881447717.31,4250.00,4881443467.31,17655754694.18,0.00,75.0,58,63.8,Economic Recovery,Above Break-Even,No
2024-05-01,17655754694.18,11.38,2009396331.80,4250.00,2009392081.80,19665146775.97,0.00,67.1,32,79.6,Summer Growth,Above Break-Even,No
2024-06-01,19665146775.97,36.46,7169257902.86,4250.00,7169253652.86,26834400428.83,0.00,75.0,46,78.1,Tech Innovation,Above Break-Even,No
2024-07-01,26834400428.83,23.49,6302091765.86,4250.00,6302087515.86,33136487944.69,0.00,75.0,27,44.0,Mid-Year Review,Above Break-Even,No
2024-08-01,33136487944.69,65.39,21667529505.49,4250.00,21667525255.49,54804013200.18,0.00,75.0,17,62.8,Back to School,Above Break-Even,No
2024-09-01,54804013200.18,21.16,11598151904.93,4250.00,11598147654.93,66402160855.11,0.00,75.0,26,75.8,Fall Expansion,Above Break-Even,No
2024-10-01,66402160855.11,-0.53,-350002672.59,4250.00,-350006922.59,66052153932.52,0.53,49.2,57,82.0,Q4 Preparation,Below Break-Even,No
2024-11-01,66052153932.52,52.15,34446891974.46,4250.00,34446887724.46,100499041656.98,0.00,75.0,85,62.7,Holiday Momentum,Above Break-Even,No
2024-12-01,100499041656.98,37.84,38024136997.00,4250.00,38024132747.00,138523174403.98,0.00,75.0,80,49.3,Year-End Strength,Above Break-Even,No
