Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2022-01-01,34504166.67,5.08,1753978.43,3750.00,1750228.43,36254395.09,0.00,57.6,65,28.7,Inflation Spike,Above Break-Even,No
2022-02-01,36254395.09,-0.32,-114537.58,3750.00,-118287.58,36136107.51,0.33,49.5,20,34.0,Fed Rate Hikes,Below Break-Even,No
2022-03-01,36136107.51,-6.01,-2171140.10,3750.00,-2174890.10,33961217.41,6.33,41.0,68,36.5,Ukraine Conflict,Below Break-Even,No
2022-04-01,33961217.41,-2.77,-941690.41,3750.00,-945440.41,33015777.00,8.93,45.8,56,72.2,Energy Crisis,Below Break-Even,Yes
2022-05-01,33015777.00,7.48,2471145.57,3750.00,2467395.57,35483172.57,2.13,61.2,68,41.0,Supply Chain Issues,Above Break-Even,No
2022-06-01,35483172.57,3.33,1182131.56,3750.00,1178381.56,36661554.13,0.00,55.0,41,61.1,Summer Inflation,Above Break-Even,No
2022-07-01,36661554.13,-2.04,-747581.09,3750.00,-751331.09,35910223.04,2.05,46.9,37,84.1,Recession Fears,Below Break-Even,No
2022-08-01,35910223.04,-0.07,-25183.45,3750.00,-28933.45,35881289.59,2.13,49.9,61,49.5,Energy Prices Peak,Below Break-Even,No
2022-09-01,35881289.59,-3.14,-1126212.21,3750.00,-1129962.21,34751327.38,5.21,45.3,72,33.6,Central Bank Action,Below Break-Even,No
2022-10-01,34751327.38,2.25,783148.63,3750.00,779398.63,35530726.01,3.08,53.4,46,45.6,Market Volatility,Above Break-Even,No
2022-11-01,35530726.01,-1.00,-354954.73,3750.00,-358704.73,35172021.28,4.06,48.5,43,75.8,Holiday Spending,Below Break-Even,No
2022-12-01,35172021.28,-3.24,-1139881.31,3750.00,-1143631.31,34028389.97,7.18,45.1,21,58.1,Year-End Adjustment,Below Break-Even,No
