Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2024-01-01,93968308560.42,0.90,849640756.14,21065.58,849619690.56,94817928250.99,0.00,51.4,67,70.8,Rate Cut Expectations,Above Break-Even,No
2024-02-01,94817928250.99,-5.09,-4825882739.35,21065.58,-4825903804.93,89992024446.06,5.09,42.4,23,80.1,Election Year Politics,Below Break-Even,No
2024-03-01,89992024446.06,4.41,3969658605.62,21065.58,3969637540.04,93961661986.10,0.90,56.6,54,52.5,Spring Rally,Above Break-Even,No
2024-04-01,93961661986.10,2.79,2623429163.94,21065.58,2623408098.36,96585070084.46,0.00,54.2,32,54.3,Economic Recovery,Above Break-Even,No
2024-05-01,96585070084.46,12.75,12312873596.40,21065.58,12312852530.82,108897922615.28,0.00,69.1,63,68.3,Summer Growth,Above Break-Even,No
2024-06-01,108897922615.28,-1.79,-1946171888.86,21065.58,-1946192954.44,106951729660.84,1.79,47.3,46,79.3,Tech Innovation,Below Break-Even,No
2024-07-01,106951729660.84,-1.74,-1857603422.30,21065.58,-1857624487.88,105094105172.95,3.49,47.4,42,65.1,Mid-Year Review,Below Break-Even,No
2024-08-01,105094105172.95,6.79,7132295998.13,21065.58,7132274932.55,112226380105.51,0.00,60.2,78,61.4,Back to School,Above Break-Even,No
2024-09-01,112226380105.51,4.56,5120247690.25,21065.58,5120226624.67,117346606730.17,0.00,56.8,22,91.3,Fall Expansion,Above Break-Even,No
2024-10-01,117346606730.17,15.74,18473412582.32,21065.58,18473391516.74,135819998246.92,0.00,73.6,78,37.1,Q4 Preparation,Above Break-Even,No
2024-11-01,135819998246.92,-0.08,-102076335.88,21065.58,-102097401.46,135717900845.46,0.08,49.9,72,45.1,Holiday Momentum,Below Break-Even,No
2024-12-01,135717900845.46,4.54,6166044023.47,21065.58,6166022957.89,141883923803.35,0.00,56.8,60,79.6,Year-End Strength,Above Break-Even,No
