Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2021-01-01,6186666.67,19.11,1182059.68,6720.00,1175339.68,7362006.34,0.00,75.0,48,84.8,Vaccine Rollout,Above Break-Even,No
2021-02-01,7362006.34,-12.04,-886036.45,6720.00,-892756.45,6469249.90,12.13,31.9,76,43.0,Stimulus Checks,Below Break-Even,No
2021-03-01,6469249.90,3.29,212866.13,6720.00,206146.13,6675396.03,9.33,54.9,71,69.0,Reopening Acceleration,Above Break-Even,No
2021-04-01,6675396.03,24.21,1616368.80,6720.00,1609648.80,8285044.83,0.00,75.0,48,94.0,Infrastructure Bill,Above Break-Even,No
2021-05-01,8285044.83,-13.57,-1124645.46,6720.00,-1131365.46,7153679.36,13.66,29.6,72,49.6,Summer Travel,Below Break-Even,Yes
2021-06-01,7153679.36,14.19,1015093.55,6720.00,1008373.55,8162052.91,1.48,71.3,64,70.5,Supply Chain Recovery,Above Break-Even,No
2021-07-01,8162052.91,-3.94,-321847.71,6720.00,-328567.71,7833485.21,5.45,44.1,39,55.3,Delta Variant Impact,Below Break-Even,No
2021-08-01,7833485.21,-14.73,-1153989.98,6720.00,-1160709.98,6672775.23,19.46,27.9,84,91.1,Back to Office,Below Break-Even,Yes
2021-09-01,6672775.23,26.62,1776500.38,6720.00,1769780.38,8442555.60,0.00,75.0,69,84.1,Fall Production,Above Break-Even,No
2021-10-01,8442555.60,7.26,612831.77,6720.00,606111.77,9048667.37,0.00,60.9,69,53.9,Holiday Inventory,Above Break-Even,No
2021-11-01,9048667.37,-22.71,-2055034.79,6720.00,-2061754.79,6986912.58,22.79,25.0,42,50.3,Black Friday,Below Break-Even,Yes
2021-12-01,6986912.58,5.25,366561.32,6720.00,359841.32,7346753.90,18.81,57.9,78,65.3,Year-End Rally,Above Break-Even,Yes
