Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2023-01-01,605572740.74,2.82,17098937.24,1300.00,17097637.24,622670377.98,0.00,54.2,64,58.8,Banking Crisis,Above Break-Even,No
2023-02-01,622670377.98,4.07,25324269.41,1300.00,25322969.41,647993347.39,0.00,56.1,59,83.0,Rate Pause,Above Break-Even,No
2023-03-01,647993347.39,-9.77,-63288359.45,1300.00,-63289659.45,584703687.93,9.77,35.3,39,60.8,SVB Collapse,Below Break-Even,No
2023-04-01,584703687.93,4.53,26465179.18,1300.00,26463879.18,611167567.11,5.68,56.8,66,27.3,Regional Banking Stress,Above Break-Even,No
2023-05-01,611167567.11,-25.48,-155710598.28,1300.00,-155711898.28,455455668.84,29.71,25.0,47,75.8,Debt Ceiling Crisis,Below Break-Even,Yes
2023-06-01,455455668.84,26.19,119288645.73,1300.00,119287345.73,574743014.57,11.30,75.0,17,33.8,AI Boom,Above Break-Even,Yes
2023-07-01,574743014.57,13.48,77454430.98,1300.00,77453130.98,652196145.55,0.00,70.2,34,36.1,Summer Recovery,Above Break-Even,No
2023-08-01,652196145.55,-17.84,-116373721.56,1300.00,-116375021.56,535821123.99,17.84,25.0,52,59.3,Inflation Cooling,Below Break-Even,Yes
2023-09-01,535821123.99,3.63,19468318.07,1300.00,19467018.07,555288142.06,14.86,55.5,20,82.9,Fed Policy Shift,Above Break-Even,Yes
2023-10-01,555288142.06,15.06,83616049.26,1300.00,83614749.26,638902891.32,2.04,72.6,37,42.9,Q3 Earnings,Above Break-Even,No
2023-11-01,638902891.32,22.27,142254866.81,1300.00,142253566.81,781156458.13,0.00,75.0,24,80.0,Holiday Season,Above Break-Even,No
2023-12-01,781156458.13,-14.96,-116860753.60,1300.00,-116862053.60,664294404.53,14.96,27.6,65,35.0,Year-End Optimism,Below Break-Even,Yes
