Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,311129817020.58,18.62,57937320377.53,1300.00,57937319077.53,369067136098.10,0.00,75.0,48,48.8,New Year Rally,Above Break-Even,No
2025-02-01,369067136098.10,16.54,61028801492.32,1300.00,61028800192.32,430095936290.42,0.00,74.8,46,35.1,Policy Stability,Above Break-Even,No
2025-03-01,430095936290.42,5.24,22539321742.53,1300.00,22539320442.53,452635256732.95,0.00,57.9,56,35.1,Spring Growth,Above Break-Even,No
2025-04-01,452635256732.95,32.37,146499309940.03,1300.00,146499308640.03,599134565372.99,0.00,75.0,81,49.2,Market Confidence,Above Break-Even,No
2025-05-01,599134565372.99,27.56,165110886010.13,1300.00,165110884710.13,764245450083.12,0.00,75.0,24,78.1,Summer Success,Above Break-Even,No
2025-06-01,764245450083.12,10.74,82118034573.30,1300.00,82118033273.30,846363483356.42,0.00,66.1,32,83.7,Mid-Year Peak,Above Break-Even,No
2025-07-01,846363483356.42,2.02,17133430364.01,1300.00,17133429064.01,863496912420.43,0.00,53.0,17,50.6,Innovation Drive,Above Break-Even,No
2025-08-01,863496912420.43,36.08,311577051164.94,1300.00,311577049864.94,1175073962285.38,0.00,75.0,49,71.5,Back to Business,Above Break-Even,No
2025-09-01,1175073962285.38,22.74,267242916831.44,1300.00,267242915531.44,1442316877816.81,0.00,75.0,76,91.8,Fall Prosperity,Above Break-Even,No
2025-10-01,1442316877816.81,18.13,261440036380.39,1300.00,261440035080.39,1703756912897.20,0.00,75.0,27,29.4,Q4 Excellence,Above Break-Even,No
2025-11-01,1703756912897.20,-1.45,-24731249165.03,1300.00,-24731250465.03,1679025662432.18,1.45,47.8,62,26.5,Holiday Triumph,Below Break-Even,No
2025-12-01,1679025662432.18,-3.17,-53218266954.28,1300.00,-53218268254.28,1625807394177.89,4.58,45.2,38,47.1,Year-End Victory,Below Break-Even,No
