Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2022-01-01,39104722.22,-23.79,-9301870.32,4250.00,-9306120.32,29798601.90,23.80,25.0,16,52.1,Inflation Spike,Below Break-Even,Yes
2022-02-01,29798601.90,36.51,10880954.64,4250.00,10876704.64,40675306.54,0.00,75.0,33,56.3,Fed Rate Hikes,Above Break-Even,No
2022-03-01,40675306.54,-17.74,-7216835.05,4250.00,-7221085.05,33454221.49,17.75,25.0,36,68.2,Ukraine Conflict,Below Break-Even,No
2022-04-01,33454221.49,49.25,16477567.56,4250.00,16473317.56,49927539.05,0.00,75.0,17,26.7,Energy Crisis,Above Break-Even,No
2022-05-01,49927539.05,-0.64,-318938.95,4250.00,-323188.95,49604350.10,0.65,49.0,17,75.1,Supply Chain Issues,Below Break-Even,No
2022-06-01,49604350.10,62.06,30786055.78,4250.00,30781805.78,80386155.89,0.00,75.0,75,37.2,Summer Inflation,Above Break-Even,No
2022-07-01,80386155.89,-12.18,-9793274.16,4250.00,-9797524.16,70588631.73,12.19,31.7,31,89.7,Recession Fears,Below Break-Even,No
2022-08-01,70588631.73,53.39,37684685.50,4250.00,37680435.50,108269067.22,0.00,75.0,41,90.0,Energy Prices Peak,Above Break-Even,No
2022-09-01,108269067.22,31.38,33969827.33,4250.00,33965577.33,142234644.55,0.00,75.0,54,87.9,Central Bank Action,Above Break-Even,No
2022-10-01,142234644.55,-5.83,-8290322.94,4250.00,-8294572.94,133940071.62,5.83,41.3,64,58.3,Market Volatility,Below Break-Even,No
2022-11-01,133940071.62,10.05,13454500.68,4250.00,13450250.68,147390322.30,0.00,65.1,75,40.5,Holiday Spending,Above Break-Even,No
2022-12-01,147390322.30,1.60,2351841.38,4250.00,2347591.38,149737913.68,0.00,52.4,37,94.1,Year-End Adjustment,Above Break-Even,No
