Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2025-01-01,40533192102.88,23.14,9377477062.48,1675.00,9377475387.48,49910667490.36,0.00,75.0,34,47.5,New Year Rally,Above Break-Even,No
2025-02-01,49910667490.36,-7.92,-3953232891.22,1675.00,-3953234566.22,45957432924.14,7.92,38.1,26,48.3,Policy Stability,Below Break-Even,No
2025-03-01,45957432924.14,4.49,2065449890.45,1675.00,2065448215.45,48022881139.59,3.78,56.7,62,30.9,Spring Growth,Above Break-Even,No
2025-04-01,48022881139.59,-3.54,-1700746688.19,1675.00,-1700748363.19,46322132776.40,7.19,44.7,40,90.4,Market Confidence,Below Break-Even,No
2025-05-01,46322132776.40,22.12,10248764346.73,1675.00,10248762671.73,56570895448.13,0.00,75.0,21,70.6,Summer Success,Above Break-Even,No
2025-06-01,56570895448.13,13.87,7847624849.84,1675.00,7847623174.84,64418518622.97,0.00,70.8,34,90.8,Mid-Year Peak,Above Break-Even,No
2025-07-01,64418518622.97,-10.97,-7068990612.50,1675.00,-7068992287.50,57349526335.46,10.97,33.5,63,32.2,Innovation Drive,Below Break-Even,No
2025-08-01,57349526335.46,15.21,8722066420.56,1675.00,8722064745.56,66071591081.02,0.00,72.8,68,94.5,Back to Business,Above Break-Even,No
2025-09-01,66071591081.02,1.43,943500920.64,1675.00,943499245.64,67015090326.66,0.00,52.1,48,82.6,Fall Prosperity,Above Break-Even,No
2025-10-01,67015090326.66,-6.30,-4219592390.90,1675.00,-4219594065.90,62795496260.76,6.30,40.6,43,55.8,Q4 Excellence,Below Break-Even,No
2025-11-01,62795496260.76,25.95,16296552604.02,1675.00,16296550929.02,79092047189.79,0.00,75.0,67,26.1,Holiday Triumph,Above Break-Even,No
2025-12-01,79092047189.79,-1.60,-1267146863.91,1675.00,-1267148538.91,77824898650.88,1.60,47.6,68,58.4,Year-End Victory,Below Break-Even,No
