Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2022-01-01,493480000.00,16.94,83592029.18,15330.00,83576699.18,577056699.18,0.00,75.0,64,61.7,Inflation Spike,Above Break-Even,No
2022-02-01,577056699.18,7.32,42212804.98,15330.00,42197474.98,619254174.16,0.00,61.0,38,43.5,Fed Rate Hikes,Above Break-Even,No
2022-03-01,619254174.16,-17.22,-106639726.01,15330.00,-106655056.01,512599118.15,17.22,25.0,53,58.6,Ukraine Conflict,Below Break-Even,Yes
2022-04-01,512599118.15,5.76,29505823.32,15330.00,29490493.32,542089611.47,12.46,58.6,17,66.9,Energy Crisis,Above Break-Even,No
2022-05-01,542089611.47,10.60,57468936.11,15330.00,57453606.11,599543217.59,3.18,65.9,32,88.6,Supply Chain Issues,Above Break-Even,No
2022-06-01,599543217.59,-5.88,-35246174.29,15330.00,-35261504.29,564281713.29,8.88,41.2,67,44.1,Summer Inflation,Below Break-Even,No
2022-07-01,564281713.29,2.00,11261059.63,15330.00,11245729.63,575527442.92,7.06,53.0,77,78.2,Recession Fears,Above Break-Even,No
2022-08-01,575527442.92,-0.17,-956655.01,15330.00,-971985.01,574555457.92,7.22,49.8,52,36.0,Energy Prices Peak,Below Break-Even,No
2022-09-01,574555457.92,13.42,77086776.48,15330.00,77071446.48,651626904.40,0.00,70.1,40,85.1,Central Bank Action,Above Break-Even,No
2022-10-01,651626904.40,4.50,29297669.43,15330.00,29282339.43,680909243.83,0.00,56.7,34,58.5,Market Volatility,Above Break-Even,No
2022-11-01,680909243.83,22.11,150551294.36,15330.00,150535964.36,831445208.18,0.00,75.0,35,36.7,Holiday Spending,Above Break-Even,No
2022-12-01,831445208.18,8.72,72490760.82,15330.00,72475430.82,903920639.01,0.00,63.1,61,27.1,Year-End Adjustment,Above Break-Even,No
