Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2022-01-01,119608888.89,-0.05,-55038.01,6720.00,-61758.01,119547130.88,0.05,49.9,33,36.0,Inflation Spike,Below Break-Even,No
2022-02-01,119547130.88,1.39,1657772.83,6720.00,1651052.83,121198183.71,0.00,52.1,68,88.0,Fed Rate Hikes,Above Break-Even,No
2022-03-01,121198183.71,8.33,10092529.66,6720.00,10085809.66,131283993.36,0.00,62.5,49,81.2,Ukraine Conflict,Above Break-Even,No
2022-04-01,131283993.36,14.12,18539592.04,6720.00,18532872.04,149816865.40,0.00,71.2,51,38.6,Energy Crisis,Above Break-Even,No
2022-05-01,149816865.40,1.07,1597355.85,6720.00,1590635.85,151407501.25,0.00,51.6,48,28.5,Supply Chain Issues,Above Break-Even,No
2022-06-01,151407501.25,5.23,7925775.44,6720.00,7919055.44,159326556.69,0.00,57.9,72,78.0,Summer Inflation,Above Break-Even,No
2022-07-01,159326556.69,-13.30,-21196661.82,6720.00,-21203381.82,138123174.86,13.31,30.0,72,57.9,Recession Fears,Below Break-Even,Yes
2022-08-01,138123174.86,10.00,13817759.65,6720.00,13811039.65,151934214.51,4.64,65.0,57,40.7,Energy Prices Peak,Above Break-Even,No
2022-09-01,151934214.51,12.32,18712151.16,6720.00,18705431.16,170639645.68,0.00,68.5,52,53.5,Central Bank Action,Above Break-Even,No
2022-10-01,170639645.68,17.10,29173451.61,6720.00,29166731.61,199806377.29,0.00,75.0,29,40.4,Market Volatility,Above Break-Even,No
2022-11-01,199806377.29,22.00,43963575.74,6720.00,43956855.74,243763233.03,0.00,75.0,85,77.7,Holiday Spending,Above Break-Even,No
2022-12-01,243763233.03,-2.10,-5128271.92,6720.00,-5134991.92,238628241.11,2.11,46.8,46,72.1,Year-End Adjustment,Below Break-Even,No
