Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2023-01-01,104268500000.00,3.29,3429612836.55,63000.00,3429549836.55,107698049836.55,0.00,54.9,82,55.8,Banking Crisis,Above Break-Even,No
2023-02-01,107698049836.55,17.62,18974282926.79,63000.00,18974219926.79,126672269763.34,0.00,75.0,43,85.9,Rate Pause,Above Break-Even,No
2023-03-01,126672269763.34,-1.63,-2069096871.68,63000.00,-2069159871.68,124603109891.66,1.63,47.5,50,57.8,SVB Collapse,Below Break-Even,No
2023-04-01,124603109891.66,17.19,21414456304.96,63000.00,21414393304.96,146017503196.63,0.00,75.0,74,60.9,Regional Banking Stress,Above Break-Even,No
2023-05-01,146017503196.63,28.16,41118196919.79,63000.00,41118133919.79,187135637116.42,0.00,75.0,46,53.6,Debt Ceiling Crisis,Above Break-Even,No
2023-06-01,187135637116.42,17.40,32560562737.43,63000.00,32560499737.43,219696136853.85,0.00,75.0,85,85.9,AI Boom,Above Break-Even,No
2023-07-01,219696136853.85,-6.44,-14146090539.36,63000.00,-14146153539.36,205549983314.49,6.44,40.3,52,52.3,Summer Recovery,Below Break-Even,No
2023-08-01,205549983314.49,-2.74,-5623083079.46,63000.00,-5623146079.46,199926837235.03,9.00,45.9,20,75.3,Inflation Cooling,Below Break-Even,No
2023-09-01,199926837235.03,16.70,33379219096.28,63000.00,33379156096.28,233305993331.31,0.00,75.0,36,64.7,Fed Policy Shift,Above Break-Even,No
2023-10-01,233305993331.31,-5.56,-12981920587.48,63000.00,-12981983587.48,220324009743.83,5.56,41.7,35,81.3,Q3 Earnings,Below Break-Even,No
2023-11-01,220324009743.83,-9.02,-19876400576.43,63000.00,-19876463576.43,200447546167.40,14.08,36.5,61,67.6,Holiday Season,Below Break-Even,Yes
2023-12-01,200447546167.40,9.31,18671401823.96,63000.00,18671338823.96,219118884991.36,6.08,64.0,65,30.2,Year-End Optimism,Above Break-Even,No
